Timestamp x y z qx qy qz qw
1547562284518879 0 0 0 0 0 0 0
1547562284768372 0.0105222 0.00362661 0 0 0 -0.000249264 0.999688
1547562285018444 0.0122852 -0.00536577 0 0 0 -0.000228897 0.99999
1547562285268466 0.00753381 -0.00406687 0 0 0 -9.87332e-05 0.999958
1547562285517765 0.011899 0.00220321 0 0 0 -5.58437e-05 1
1547562285770068 0.00464072 -0.00048588 0 0 0 -0.000117818 0.999999
1547562286022805 0.00537807 -0.011665 0 0 0 -0.00013367 0.999937
1547562286273909 0.00879126 0.00622989 0 0 0 -0.000126074 0.999996
1547562286525717 0.00766276 0.000543873 0 0 0 -3.68765e-05 1
1547562286777200 0.0129983 0.00537578 0 0 0 -0.000126346 1
1547562287026819 0.0110445 -0.00966436 0 0 0 2.74966e-05 1.0001
1547562287277079 0.0122915 -0.010996 0 0 0 -7.02439e-05 0.999998
1547562287529256 0.00360531 -0.0126383 0 0 0 3.3923e-06 0.999992
1547562287781118 -0.00145496 -0.00156609 0 0 0 -0.000246927 0.999871
1547562288032808 0.0020237 -0.00823781 0 0 0 4.52946e-05 0.998967
1547562288284219 0.0123818 -0.00340973 0 0 0 -4.89199e-05 0.999933
1547562288534533 0.0125954 -0.0153267 0 0 0 3.2089e-05 1.00036
1547562288785302 0.0151188 -0.00901792 0 0 0 4.646e-05 0.999832
1547562289035822 0.0175573 -0.00316365 0 0 0 1.21348e-05 0.999997
1547562289285244 0.00349718 -0.00122722 0 0 0 0.000127665 0.999724
1547562289534768 0.00349659 -0.00122709 0 0 0 0.000126562 1
1547562289783886 0.00578197 -0.00879645 0 0 0 -4.5066e-05 0.999408
1547562290032088 0.0183859 -0.0185142 0 0 0 3.93403e-05 1.00054
1547562290280355 0.0135199 -0.0219386 0 0 0 8.64401e-05 1.00013
1547562290528969 -0.0124376 -0.016872 0 0 0 0.000113752 1.00001
1547562290779007 0.004997 -0.0091234 0 0 0 0.000122238 0.99976
1547562291030153 -0.00280755 -0.00471458 0 0 0 7.58408e-05 1.00004
1547562291280526 0.0161556 -0.00915091 0 0 0 0.000107469 0.999972
1547562291530399 0.00790807 -0.0124657 0 0 0 8.93075e-06 0.999992
1547562291780939 0.00244265 -0.00747327 0 0 0 -0.000161681 0.999887
1547562292031484 0.00495564 0.00479107 0 0 0 -0.000104866 0.999998
1547562292281148 0.000984063 -0.00736952 0 0 0 6.49377e-05 1.00004
1547562292532892 0.00356083 -0.0199184 0 0 0 5.32307e-06 1
1547562292785542 0.0069585 0.00729637 0 0 0 -0.000243127 1.00035
1547562293036478 0.0148827 -0.00122613 0 0 0 -3.4829e-05 0.999873
1547562293287595 0.016633 -0.0184643 0 0 0 -7.17257e-05 0.999989
1547562293538934 0.007539 -0.0185436 0 0 0 -3.77699e-06 1
1547562293788979 0.00858355 -0.000278036 0 0 0 -1.32995e-05 0.999997
1547562294039147 0.00516729 -0.0221389 0 0 0 -2.26022e-06 1
1547562294289478 0.0129217 -0.00175191 0 0 0 -0.000213584 0.999798
1547562294538653 0.01903 0.00578813 0 0 0 -0.000273727 1
1547562294787876 0.0163495 -0.0144678 0 0 0 3.93322e-05 1.00007
1547562295036865 0.00259098 -0.00978653 0 0 0 -0.000251977 1.00008
1547562295284629 0.00838026 -0.000912477 0 0 0 -0.000169304 0.999973
1547562295534234 0.00866673 0.0079091 0 0 0 -0.000212415 1.00002
1547562295785509 0.00077735 -0.00305521 0 0 0 -7.84855e-05 0.999975
1547562296035111 0.0173678 -0.00212972 0 0 0 -0.000287428 0.99977
1547562296285427 0.00463844 -0.00182848 0 0 0 -0.000209235 0.999998
1547562296536187 0.0168914 0.00517922 0 0 0 -0.000201271 0.999771
1547562296786128 0.0327419 -0.00412525 0 0 0 0.000539289 1.01121
1547562297035911 0.0540078 0.0325272 0 0 0 0.000927012 0.997768
1547562297287221 0.150584 -0.00192829 0 0 0 0.00346671 1.00573
1547562297539073 0.206419 0.019091 0 0 0 0.00700052 1.00113
1547562297789960 0.295747 0.0241171 0 0 0 0.00977805 1.01006
1547562298041464 0.54393 5.44114e-05 0 0 0 0.0188125 1.11084
1547562298292078 0.775097 0.0585151 0 0 0 0.0258677 0.98422
1547562298542940 1.09215 0.0742721 0 0 0 0.0462347 1.22211
1547562298794263 1.42314 0.172984 0 0 0 0.0505998 0.993787
1547562299043893 1.80818 0.150389 0 0 0 0.107448 1.62063
1547562299293667 2.17443 0.249983 0 0 0 0.121406 1.47995
1547562299543998 2.59915 0.340351 0 0 0 0.0983368 1.00061
1547562299792975 3.03459 0.387119 0 0 0 0.108065 0.97401
1547562300039813 3.47039 0.629587 0 0 0 0.207243 1.64734
1547562300290086 4.04366 0.799009 0 0 0 0.162348 1.21316
1547562300537910 4.50749 0.807008 0 0 0 0.14025 1.01022
1547562300786295 5.11755 0.941421 0 0 0 0.13777 0.989152
1547562301036734 5.84208 1.22223 0 0 0 0.196669 1.4888
1547562301287050 6.63897 1.39955 0 0 0 0.157055 1.2562
1547562301535952 7.50509 1.56877 0 0 0 0.127655 1.09645
1547562301786113 7.97329 1.71962 0 0 0 0.151325 1.47335
1547562302035914 8.98984 1.90448 0 0 0 0.0931374 1.05789
1547562302285141 10.0993 2.00972 0 0 0 0.0728838 0.9975
1547562302535954 11.2954 2.09773 0 0 0 0.0600137 0.999755
1547562302784722 12.4151 2.14072 0 0 0 0.0696546 1.43178
1547562303033701 13.7229 2.22662 0 0 0 0.0528265 1.28597
1547562303284566 14.9616 2.26302 0 0 0 0.0457979 1.40451
1547562303534696 16.3935 2.32218 0 0 0 0.0354614 1.48654
1547562303786643 17.5137 2.32444 0 0 0 0.0201815 1.24586
1547562304038549 19.049 2.32752 0 0 0 0.0151322 1.22252
1547562304288208 20.655 2.33968 0 0 0 0.00908494 0.999099
1547562304538870 22.2954 2.37577 0 0 0 0.00865222 0.968554
1547562304789378 23.9749 2.38589 0 0 0 0.0103633 1.00627
1547562305039171 25.7104 2.40755 0 0 0 0.00869803 1.01728
1547562305288129 27.4474 2.40093 0 0 0 0.00626481 1.0012
1547562305537656 29.2226 2.3707 0 0 0 0.00536106 0.999352
1547562305786436 31.0247 2.32276 0 0 0 0.0045472 0.998539
1547562306034971 32.8236 2.33927 0 0 0 0.00496038 1.01112
1547562306284342 34.64 2.30575 0 0 0 0.00416746 1.00736
1547562306531785 36.4052 2.30075 0 0 0 0.00468669 1.00379
1547562306780867 38.2453 2.27506 0 0 0 0.00506009 0.999874
1547562307031688 40.0144 2.24939 0 0 0 0.00515376 1.00079
1547562307281148 41.867 2.23708 0 0 0 0.00487752 0.999906
1547562307530212 43.7664 2.19046 0 0 0 0.00320784 1.00413
1547562307780160 45.6917 2.17251 0 0 0 0.00388329 1.0036
1547562308029231 47.5309 2.14777 0 0 0 0.00602944 1.00607
1547562308278508 49.3665 2.11694 0 0 0 0.00324637 0.997679
1547562308528227 51.357 2.12409 0 0 0 0.00167741 1.00558
1547562308777275 53.3079 2.10545 0 0 0 0.00206254 0.999974
1547562309027284 55.3198 1.99619 0 0 0 0.00202441 1.0012
1547562309277847 57.3163 1.98789 0 0 0 0.00246204 1.00776
1547562309529969 59.3216 1.95948 0 0 0 0.000530133 0.979447
1547562309781656 61.3496 1.92817 0 0 0 0.00148747 0.98624
1547562310031521 63.331 1.85832 0 0 0 -0.000709093 0.996594
1547562310282281 65.3057 1.86807 0 0 0 -0.00230135 0.995542
1547562310532016 67.3439 1.80373 0 0 0 -0.00234273 1.01967
1547562310782223 69.4689 1.71606 0 0 0 -0.00158327 1.00051
1547562311031630 71.5666 1.64608 0 0 0 -0.00177294 0.999893
1547562311281166 73.6913 1.482 0 0 0 -0.00520124 1.08306
1547562311529469 75.8261 1.35369 0 0 0 -0.00460624 0.996028
1547562311778696 78.007 1.30723 0 0 0 -0.00432057 1.00003
1547562312028083 80.175 1.22132 0 0 0 -0.00463163 1.0019
1547562312276927 82.3431 1.22575 0 0 0 -0.00441358 1.00593
1547562312525218 84.4878 1.12 0 0 0 -0.0052716 1.00331
1547562312773733 86.6317 1.1456 0 0 0 -0.00365404 1.01654
1547562313022117 88.7007 1.13277 0 0 0 -0.00163146 1.00116
1547562313270529 90.9086 1.05903 0 0 0 -0.00598002 1.07009
1547562313520809 93.1719 1.01231 0 0 0 -0.00630655 0.977386
1547562313770946 95.3301 1.0236 0 0 0 -0.00669483 1.01711
1547562314020232 97.3645 1.00762 0 0 0 -0.00676484 0.995568
1547562314270582 99.3229 0.95168 0 0 0 -0.00619212 1.00054
1547562314519665 101.587 0.906195 0 0 0 -0.00750378 0.987443
1547562314769195 103.824 0.811022 0 0 0 -0.00665696 1.02304
1547562315019190 106.067 0.722234 0 0 0 -0.00690776 1.02246
1547562315268407 108.332 0.660784 0 0 0 -0.00588613 0.997132
1547562315518871 110.625 0.55135 0 0 0 -0.00689355 1.02517
1547562315771527 112.9 0.428905 0 0 0 -0.0060608 1.0005
1547562316022309 115.15 0.404699 0 0 0 -0.00370903 1.01303
1547562316272865 117.398 0.337814 0 0 0 -0.00321948 1.01632
1547562316524154 119.475 0.329151 0 0 0 -0.00427001 0.993998
1547562316774013 121.739 0.260552 0 0 0 -0.00399666 0.997868
1547562317023983 123.998 0.262789 0 0 0 -0.00322171 0.99966
1547562317273851 126.167 0.247851 0 0 0 -0.001092 1.00103
1547562317523312 128.383 0.218588 0 0 0 -8.4361e-05 1.00199
1547562317772777 130.619 0.285886 0 0 0 -0.00034789 0.985802
1547562318021477 132.841 0.227588 0 0 0 0.000380457 0.997472
1547562318270191 135.057 0.211726 0 0 0 0.0046964 1.01494
1547562318519084 137.269 0.194411 0 0 0 0.00731592 1.02923
1547562318767702 139.544 0.262175 0 0 0 0.0090564 1.0033
1547562319015843 141.806 0.230117 0 0 0 0.0100715 1.03097
1547562319264063 144.061 0.218568 0 0 0 0.0104161 0.999976
1547562319513317 146.281 0.198203 0 0 0 0.0103967 1.00147
1547562319764097 148.533 0.224001 0 0 0 0.0149239 1.06565
1547562320013437 150.788 0.244654 0 0 0 0.0153486 1.01642
1547562320263078 153.084 0.225097 0 0 0 0.015066 1.00002
1547562320512724 155.249 0.34566 0 0 0 0.0158126 0.954059
1547562320762697 157.468 0.337527 0 0 0 0.0152987 1.06292
1547562321012615 159.669 0.345427 0 0 0 0.0141716 1.00417
1547562321262220 161.946 0.3 0 0 0 0.0131779 1.00641
1547562321511721 164.236 0.35016 0 0 0 0.0132128 1.02379
1547562321760935 166.469 0.411779 0 0 0 0.012846 1.0019
1547562322011515 168.663 0.462835 0 0 0 0.0126744 0.999924
1547562322263712 170.935 0.575284 0 0 0 0.0123692 1.00251
1547562322514444 173.161 0.540064 0 0 0 0.0130677 1.01855
1547562322765265 175.392 0.632514 0 0 0 0.0133052 1.00137
1547562323016254 177.59 0.671974 0 0 0 0.0131655 1.01585
1547562323265956 179.788 0.616315 0 0 0 0.0141834 1.02813
1547562323516153 181.952 0.649504 0 0 0 0.0150867 1.00234
1547562323766167 184.106 0.678907 0 0 0 0.0184832 1.0005
1547562324014987 186.261 0.763887 0 0 0 0.020295 0.992416
1547562324264145 188.394 0.765244 0 0 0 0.0232586 0.997431
1547562324512703 190.556 0.860879 0 0 0 0.0300663 1.02643
1547562324761460 192.718 0.947289 0 0 0 0.0357673 1.00013
1547562325010097 194.833 1.14713 0 0 0 0.0426227 1.0713
1547562325258385 196.997 1.32169 0 0 0 0.047642 1.02595
1547562325507057 198.95 1.50883 0 0 0 0.0493049 1.03659
1547562325756274 201.168 1.71278 0 0 0 0.0509881 0.988519
1547562326006842 203.318 1.99305 0 0 0 0.0522811 1.02128
1547562326256517 205.391 2.14781 0 0 0 0.0499832 1.00262
1547562326506000 207.491 2.35084 0 0 0 0.0483721 0.998598
1547562326755996 209.654 2.49709 0 0 0 0.045977 0.999432
1547562327005549 211.754 2.65663 0 0 0 0.0444976 0.994351
1547562327254977 213.871 2.70928 0 0 0 0.0422815 1.05876
1547562327504737 216 2.86103 0 0 0 0.0389995 1.01392
1547562327754441 218.133 3.01525 0 0 0 0.0397005 0.992199
1547562328004913 220.257 3.14403 0 0 0 0.041331 0.999081
1547562328256661 222.407 3.27926 0 0 0 0.0418743 1.00079
1547562328507960 224.571 3.31587 0 0 0 0.0440097 1.0174
1547562328758626 226.704 3.49037 0 0 0 0.044464 1.00661
1547562329009091 228.875 3.62189 0 0 0 0.0443874 0.99896
1547562329259725 230.985 3.74938 0 0 0 0.0451059 0.998172
1547562329510009 233.123 3.87844 0 0 0 0.0470096 1.00835
1547562329759722 235.29 4.00393 0 0 0 0.0471671 1.02569
1547562330009069 237.536 4.12674 0 0 0 0.0462327 0.997642
1547562330258303 238.901 4.27898 0 0 0 0.0453245 0.974991
1547562330506824 236.527 4.26555 0 0 0 0.0384759 1.01377
1547562330755314 238.115 4.36038 0 0 0 0.0412687 0.943049
1547562331003958 239.14 4.33376 0 0 0 0.0274278 0.934481
1547562331252442 241.334 4.45179 0 0 0 0.0342858 1.21735
1547562331501418 243.449 4.55363 0 0 0 0.0260007 1.0032
1547562331751598 245.372 4.52842 0 0 0 0.0239095 1.00274
1547562332001672 247.565 4.59537 0 0 0 0.0219997 1.00295
1547562332251328 249.704 4.69832 0 0 0 0.0237949 1.0172
1547562332501011 251.861 4.7075 0 0 0 0.0244345 1.03218
1547562332750296 253.949 4.76806 0 0 0 0.0224777 1.01385
1547562332999914 256.021 4.82332 0 0 0 0.0233583 1.00216
1547562333249676 258.221 4.8804 0 0 0 0.021191 0.989204
1547562333499607 260.465 4.88593 0 0 0 0.0202102 1.00036
1547562333749357 262.68 4.93455 0 0 0 0.0190862 0.99871
1547562333999007 264.866 5.01114 0 0 0 0.019956 0.999895
1547562334248713 267.12 5.10495 0 0 0 0.0195337 1.0327
1547562334499352 269.317 5.19047 0 0 0 0.0200736 1.0236
1547562334751537 271.579 5.18387 0 0 0 0.0166084 0.983265
1547562335002423 273.848 5.17554 0 0 0 0.0162732 0.999514
1547562335252931 276.143 5.2422 0 0 0 0.0176603 1.00257
1547562335503343 278.396 5.34288 0 0 0 0.0156605 1.02652
1547562335753173 280.583 5.33222 0 0 0 0.0129717 0.999838
1547562336002995 282.794 5.38601 0 0 0 0.0125343 1.01273
1547562336252354 284.961 5.37232 0 0 0 0.0120008 0.999872
1547562336500861 287.195 5.31675 0 0 0 0.0090862 1.00895
1547562336750934 289.45 5.33206 0 0 0 0.00817028 1.00499
1547562336998979 291.609 5.32509 0 0 0 0.00835722 0.99865
1547562337248204 293.93 5.36453 0 0 0 0.00582268 1.05657
1547562337496231 296.264 5.31245 0 0 0 0.00304051 1.00012
1547562337744514 298.546 5.27213 0 0 0 0.00349128 1.00152
1547562337993784 300.84 5.20844 0 0 0 -0.00498082 1.31417
1547562338245349 303.232 5.11637 0 0 0 -0.00892669 1.01668
1547562338495187 305.578 5.00697 0 0 0 -0.0140926 0.999213
1547562338744393 307.861 4.86743 0 0 0 -0.0197861 0.999307
1547562338994243 310.144 4.80973 0 0 0 -0.0217531 1.02944
1547562339244048 312.334 4.64877 0 0 0 -0.0280636 1.04742
1547562339492896 314.538 4.43666 0 0 0 -0.0304663 1.00115
1547562339743032 316.84 4.26132 0 0 0 -0.0324056 1.02264
1547562339991971 319.068 4.05691 0 0 0 -0.0393778 1.05288
1547562340243337 321.372 3.8186 0 0 0 -0.0411395 1.01831
1547562340495481 323.702 3.52973 0 0 0 -0.044725 1.00317
1547562340746452 325.963 3.24934 0 0 0 -0.0480372 0.999293
1547562340996897 328.229 2.96236 0 0 0 -0.0510658 0.999218
1547562341247836 330.303 2.6626 0 0 0 -0.0530611 1.00046
1547562341497316 332.598 2.37791 0 0 0 -0.0574978 1.02655
1547562341747648 334.86 2.15081 0 0 0 -0.0592394 1.00088
1547562341996801 337.077 1.76345 0 0 0 -0.0679353 1.13068
1547562342245344 339.379 1.45514 0 0 0 -0.0610482 0.999233
1547562342494362 341.662 1.13236 0 0 0 -0.0630447 1.00617
1547562342743797 343.964 0.81438 0 0 0 -0.0655549 1.00701
1547562342992360 346.213 0.459763 0 0 0 -0.0636767 1.00411
1547562343240985 348.495 0.0773491 0 0 0 -0.0655547 1.02207
1547562343489485 350.827 -0.276627 0 0 0 -0.0652811 0.992381
1547562343738655 353.08 -0.683086 0 0 0 -0.0661073 1.01569
1547562343989752 355.303 -1.02675 0 0 0 -0.0644881 0.999128
1547562344239275 357.614 -1.33301 0 0 0 -0.0612464 0.989163
1547562344488835 359.891 -1.76201 0 0 0 -0.0608295 1.00948
1547562344738481 362.205 -2.01204 0 0 0 -0.0591529 0.990348
1547562344987916 364.481 -2.28668 0 0 0 -0.0600253 0.996712
1547562345237825 366.715 -2.46544 0 0 0 -0.0607631 1.03346
1547562345487148 368.981 -2.76251 0 0 0 -0.0576656 0.996567
1547562345736778 371.27 -3.02793 0 0 0 -0.0559674 0.999269
1547562345986327 373.517 -3.34584 0 0 0 -0.0540364 0.998508
