source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw,source_radar_timestamp,destination_radar_timestamp
1547562284889605,1547562284639718,0.000370,-0.000657,-0.000000,0.000000,0.000000,-0.000002,1547562284768372,1547562284518879
1547562285139698,1547562284889605,0.000123,0.000117,-0.000000,-0.000000,-0.000000,-0.000010,1547562285018444,1547562284768372
1547562285389370,1547562285139698,0.000379,0.000648,-0.000000,0.000000,-0.000000,-0.000007,1547562285268466,1547562285018444
1547562285639952,1547562285389370,0.000130,-0.000085,-0.000000,-0.000000,-0.000000,0.000005,1547562285517765,1547562285268466
1547562285892576,1547562285639952,0.000337,-0.000077,-0.000000,0.000000,0.000000,-0.000022,1547562285770068,1547562285517765
1547562286144391,1547562285892576,-0.000216,0.000295,-0.000000,0.000000,0.000000,-0.000001,1547562286022805,1547562285770068
1547562286395897,1547562286144391,0.000009,0.000174,-0.000000,0.000000,0.000000,0.000016,1547562286273909,1547562286022805
1547562286647556,1547562286395897,-0.000128,0.000214,-0.000000,0.000000,0.000000,0.000004,1547562286525717,1547562286273909
1547562286898050,1547562286647556,-0.000696,0.000615,-0.000000,-0.000000,0.000000,-0.000032,1547562286777200,1547562286525717
1547562287147988,1547562286898050,-0.000129,-0.001625,-0.000000,0.000000,-0.000000,0.000012,1547562287026819,1547562286777200
1547562287399146,1547562287147988,0.000327,-0.000027,-0.000000,-0.000000,-0.000000,0.000011,1547562287277079,1547562287026819
1547562287651249,1547562287399146,0.000686,0.000327,-0.000000,-0.000000,-0.000000,0.000009,1547562287529256,1547562287277079
1547562287903078,1547562287651249,0.000429,0.000071,-0.000000,-0.000000,-0.000000,-0.000002,1547562287781118,1547562287529256
1547562288154605,1547562287903078,-0.000519,-0.000325,-0.000000,0.000000,-0.000000,-0.000006,1547562288032808,1547562287781118
1547562288405527,1547562288154605,-0.000588,0.000340,-0.000000,-0.000000,-0.000000,0.000008,1547562288284219,1547562288032808
1547562288655906,1547562288405527,-0.000023,0.000025,-0.000000,-0.000000,0.000000,0.000000,1547562288534533,1547562288284219
1547562288906728,1547562288655906,-0.000227,-0.000029,-0.000000,-0.000000,-0.000000,-0.000000,1547562288785302,1547562288534533
1547562289156602,1547562288906728,-0.000296,-0.000052,-0.000000,0.000000,-0.000000,-0.000003,1547562289035822,1547562288785302
1547562289406212,1547562289156602,0.000263,-0.000110,-0.000000,-0.000000,0.000000,-0.000012,1547562289285244,1547562289035822
1547562289655972,1547562289406212,0.000088,-0.000518,-0.000000,-0.000000,0.000000,0.000007,1547562289534768,1547562289285244
1547562289904135,1547562289655972,-0.000160,-0.000332,-0.000000,-0.000000,-0.000000,0.000013,1547562289783886,1547562289534768
1547562290152298,1547562289904135,0.000365,0.000170,-0.000000,-0.000000,-0.000000,-0.000002,1547562290032088,1547562289783886
1547562290400844,1547562290152298,0.000421,0.000173,-0.000000,0.000000,-0.000000,-0.000004,1547562290280355,1547562290032088
1547562290650039,1547562290400844,-0.000020,-0.000474,-0.000000,0.000000,-0.000000,0.000003,1547562290528969,1547562290280355
1547562290900706,1547562290650039,-0.000039,0.000027,-0.000000,-0.000000,0.000000,-0.000003,1547562290779007,1547562290528969
1547562291151481,1547562290900706,0.000035,0.000367,-0.000000,-0.000000,0.000000,-0.000005,1547562291030153,1547562290779007
1547562291401440,1547562291151481,0.000482,0.000979,-0.000000,0.000000,-0.000000,-0.000004,1547562291280526,1547562291030153
1547562291651731,1547562291401440,0.000083,0.001144,-0.000000,0.000000,-0.000000,-0.000004,1547562291530399,1547562291280526
1547562291902246,1547562291651731,-0.000972,0.001076,-0.000000,0.000000,-0.000000,0.000003,1547562291780939,1547562291530399
